"country_name","number_of_attack","avg_international_povline_ratio","avg_international_povline","Assassination","Bombing/Explosion","Hostage Taking (Kidnapping)","Unknown.x","Armed Assault","Facility/Infrastructure Attack","Hostage Taking (Barricade Incident)","Unarmed Assault","Hijacking","Business","Government (General)","Police","Private Citizens & Property","Transportation","Unknown.y","Utilities","Educational Institution","Government (Diplomatic)","Journalists & Media","Maritime","Military","Other","Religious Figures/Institutions","Telecommunication","Tourists","Airports & Aircraft","NGO","Violent Political Party","Terrorists/Non-State Militia","Food or Water Supply","Abortion Related","Bus Station/Stop","Electricity","Government Building/Facility/Office","Government Personnel (excluding police, military)","Head of State","Judge/Attorney/Court","Medical/Pharmaceutical","Police Security Forces/Officers","Prison/Jail","Retail/Grocery/Bakery","Unknown","Unnamed Civilian/Unspecified","Village/City/Town/Suburb","Ambulance","Bus (excluding tourists)","Diplomatic Personnel (outside of embassy, consulate)","Embassy/Consulate","Entertainment/Cultural/Stadium/Casino","Gas","Gas/Oil/Electric","Hotel/Resort","House/Apartment/Residence","Industrial/Textiles/Factory","International Organization (peacekeeper, aid agency, compound)","Labor Union Related","Laborer (General)/Occupation Identified","Marketplace/Plaza/Square","Military Barracks/Base/Headquarters/Checkpost","Military Personnel (soldiers, troops, officers, forces)","Military Recruiting Station/Academy","Museum/Cultural Center/Cultural House","Newspaper Journalist/Staff/Facility","Other Personnel","Place of Worship","Police Building (headquarters, station, school)","Police Patrol (including vehicles and convoys)","Politician or Political Party Movement/Meeting/Rally","Protester","Radio Journalist/Staff/Facility","Refugee (including Camps/IDP/Asylum Seekers)","Religious Figure","Restaurant/Bar/Caf?","School/University/Educational Building","Student","Teacher/Professor/Instructor","Television Journalist/Staff/Facility","Tourist","Train/Train Tracks/Trolley","Vehicles/Transportation","Construction","Military Unit/Patrol/Convoy","Mining","Race/Ethnicity Identified","Religion Identified","Affiliated Institution","Airline Officer/Personnel","Airport","Bank/Commerce","Domestic NGO","International NGO","Legal Services","Memorial/Cemetery/Monument","Military Transportation/Vehicle (excluding convoys)","Multinational Corporation","Oil","Political Party Member/Rally","Public Area (garden, parking lot, garage, beach, public building, camp)","Subway","Television","Election-related","Farm/Ranch","Named Civilian","Party Official/Candidate/Other Personnel","Aircraft (not at an airport)","Civilian Maritime","Commercial Maritime","Farmer","Other (including online news agencies)","Paramilitary","Party Office/Facility","Police Checkpoint","Procession/Gathering (funeral, wedding, birthday, religious)","Rally","Taxi/Rickshaw","Terrorist","Intelligence","Telephone/Telegraph","Water Supply","Bridge/Car Tunnel","Radio","Royalty","Tour Bus/Van","Personnel","Other Facility","Alleged Informant","Food Supply","Highway/Road/Toll/Traffic Signal","Internet Infrastructure","Military Aircraft","Military Checkpoint","Multiple Telecommunication Targets","Non-State Militia","Non-combatant Personnel","Private Security Company/Firm","Tourism Travel Agency","Military Maritime","Military Weaponry","Port","Fire Fighter/Truck","Demilitarized Zone (including Green Zone)","NATO","Oil Tanker","Clinics"
"Albania",34,1.53414310117475,44760.8235294118,4,24,4,2,0,0,0,0,0,4,10,4,8,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algeria",166,4.81265314676675,1390043.87349398,50,60,14,8,28,6,0,0,0,22,18,14,36,6,4,6,16,6,12,2,14,2,4,2,2,0,0,0,0,0,0,0,4,8,2,0,2,0,8,0,2,18,8,4,2,2,2,2,4,2,4,2,4,2,2,2,4,2,4,6,2,2,8,4,2,2,4,6,2,2,2,2,4,8,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angola",36,28.8916628015928,4736926,0,2,6,4,22,2,0,0,0,4,2,0,20,0,2,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Argentina",342,2.15827625963112,654680.564327485,50,184,8,16,40,32,2,10,0,64,68,16,68,16,0,10,8,16,22,0,28,0,12,2,0,6,6,0,0,0,0,0,8,16,16,2,10,2,10,0,14,20,0,2,0,6,0,16,0,0,0,2,6,4,0,18,6,4,18,8,0,0,18,4,8,2,4,22,0,2,0,2,2,4,0,0,2,0,8,6,0,0,0,0,0,2,4,2,16,4,2,2,12,2,6,2,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armenia",24,6.31738576272518,193848.625,10,6,2,0,4,0,2,0,0,2,12,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia",39,0.563207157673827,118056.820512821,1,2,0,3,12,18,2,1,0,6,0,8,6,0,0,0,0,6,2,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austria",60,0.575628926040532,46721.1833333333,2,25,0,0,9,20,0,2,2,11,2,0,24,2,0,2,2,6,2,0,0,0,2,0,2,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7,2,0,0,0,1,5,2,0,0,0,0,2,0,6,0,0,0,0,0,4,2,0,2,0,0,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azerbaijan",12,4.54877921943962,362038.166666667,2,4,0,0,4,2,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangladesh",365,28.8877282430336,34918117.9452055,56,135,16,22,96,30,8,2,0,20,67,28,122,24,6,0,20,0,10,8,6,0,10,0,0,0,2,34,8,0,0,4,0,6,12,4,5,0,10,2,4,22,20,14,0,8,0,0,2,0,2,4,4,0,0,4,12,6,2,2,0,0,4,2,2,4,8,32,4,0,0,6,2,10,6,4,2,0,6,4,0,0,0,4,12,0,0,0,2,0,2,0,0,0,0,0,10,4,0,0,8,0,10,20,0,4,2,4,2,2,8,4,2,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belarus",20,2.02129990430505,202007.85,0,12,0,0,0,6,0,2,0,0,2,4,4,2,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belgium",71,0.32498243627732,33149.8309859155,6,28,1,2,11,8,0,15,0,14,14,8,7,4,0,1,1,5,0,0,4,0,6,0,0,5,2,0,0,0,0,0,0,4,2,2,3,0,4,0,3,2,0,0,0,0,0,5,1,0,0,0,0,1,0,2,0,0,1,1,0,4,0,0,4,3,1,3,0,0,0,2,3,1,0,0,0,0,2,0,0,2,0,0,0,0,1,4,3,0,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia",90,10.6925414228221,603272.566666667,8,68,0,0,8,4,2,0,0,10,20,6,16,6,0,6,2,6,6,0,2,0,6,2,0,0,0,0,0,2,0,2,2,6,2,0,6,0,4,0,0,2,0,0,0,2,4,2,0,2,2,0,0,2,0,2,2,2,2,0,0,0,0,0,4,2,0,4,0,4,0,2,0,2,0,0,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",2,41.3562399902472,442340,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brazil",294,16.6486944446292,25367718.2721088,70,78,48,14,46,24,4,8,2,68,54,8,48,16,4,0,0,16,44,0,14,0,6,2,2,6,4,2,0,0,0,0,0,10,16,2,2,0,6,0,10,24,8,2,0,6,6,10,2,0,0,6,4,4,0,8,6,0,8,0,0,0,28,0,4,2,0,22,0,10,0,2,6,0,0,0,0,2,4,2,0,2,0,4,0,0,0,0,4,2,2,2,4,2,12,0,0,0,2,0,0,8,6,2,6,0,0,0,4,0,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",44,1.46139548757944,109269.113636364,6,28,2,0,0,4,0,4,0,10,18,0,4,2,0,0,0,0,4,0,0,0,2,0,2,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burundi",32,77.8450590433839,5389655.90625,0,6,0,2,22,2,0,0,0,6,0,0,10,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cameroon",66,25.9913087930321,5857470.75757576,2,12,22,10,16,4,0,0,0,2,4,10,28,2,0,0,0,2,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,2,0,4,4,2,10,0,0,0,0,2,6,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canada",70,0.293727448895605,99398.7428571429,4,22,0,2,13,20,0,9,0,10,2,5,12,6,1,4,3,0,5,0,4,0,11,0,0,0,0,0,0,2,5,0,4,2,0,0,0,0,3,0,1,1,1,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,2,2,0,1,0,10,0,2,0,0,4,2,1,2,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central African Republic",6,70.3227980482328,2640883.83333333,2,0,0,2,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chile",382,7.74321142173675,1025368.73298429,26,220,6,8,70,38,10,0,4,98,54,44,46,18,2,12,12,8,28,0,20,0,24,6,2,0,0,4,0,4,0,2,8,10,8,0,12,2,12,6,18,28,2,2,0,10,0,8,2,0,2,2,10,16,0,6,0,8,12,6,2,2,14,0,22,16,10,18,0,12,0,2,6,10,0,0,2,0,4,2,0,0,4,0,0,0,0,0,18,0,0,0,4,0,8,2,2,6,2,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China",588,11.9127780698529,108555215.454082,48,252,12,12,186,30,0,18,30,90,72,126,138,78,18,0,6,6,6,0,6,0,6,0,6,30,0,0,0,0,0,0,0,36,24,0,0,0,60,0,12,24,48,12,0,48,6,0,30,0,6,0,0,6,0,6,12,30,0,0,0,0,6,0,0,24,12,12,0,0,0,0,12,6,6,0,0,6,30,6,6,0,0,6,0,6,0,6,6,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,24,0,0,0,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia",3126,12.0947647769501,4222394.77991043,406,1168,592,152,560,174,24,14,36,586,358,334,656,194,34,140,58,38,140,14,314,0,74,40,18,56,28,0,22,22,0,10,50,58,120,14,58,22,138,14,52,186,138,52,0,96,14,20,42,16,70,14,38,54,4,42,60,22,46,112,6,6,58,4,32,98,70,96,16,50,0,38,34,34,8,16,22,16,20,44,38,74,34,38,0,2,4,24,44,14,10,8,6,36,38,72,26,22,6,4,10,46,54,0,28,8,4,44,10,2,0,8,14,0,2,14,0,16,18,30,4,2,0,0,0,8,4,28,2,12,14,2,4,2,4,2,0,0,0,0,0,0,0,0
"Costa Rica",40,16.7314178406695,453375.45,6,12,4,0,14,0,2,0,2,6,4,4,0,0,0,0,2,12,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croatia",22,0.253457125805019,10871.5,2,20,0,0,0,0,0,0,0,2,4,0,10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
